Brand,Screen Size,RAM,Storage,Price (USD),Camera (MP),Marketing Budget (USD),Region,Quarter,Units Sold (millions)
Google,6.2,2,128,1200,20,10000,Europe,Q1,123
Google,5.0,16,128,400,64,20000,Europe,Q3,104
OnePlus,6.8,16,512,700,24,5000,Asia,Q1,722
Huawei,4.7,12,32,1400,64,5000,North America,Q1,803
OnePlus,7.0,4,32,1300,24,500,North America,Q4,738
Xiaomi,6.9,2,128,1300,12,5000,North America,Q4,665
Apple,6.8,8,512,300,8,100,Africa,Q4,908
Samsung,6.7,2,512,900,108,20000,North America,Q3,381
Huawei,5.0,4,256,800,64,5000,Europe,Q1,144
Motorola,6.7,4,32,300,24,2000,North America,Q2,403
Oppo,4.5,2,256,800,8,20000,South America,Q4,159
Huawei,6.0,16,1024,600,20,5000,Europe,Q4,219
LG,7.0,4,64,100,20,2000,South America,Q4,490
Huawei,4.5,12,64,200,32,10000,North America,Q2,816
Oppo,5.5,2,64,1400,48,20000,South America,Q1,786
Huawei,6.5,12,512,300,20,100,Africa,Q4,135
Sony,5.5,2,32,1200,16,5000,Europe,Q3,581
Google,5.8,2,512,600,108,1000,Asia,Q2,686
Google,5.0,2,256,700,12,5000,Europe,Q3,237
Huawei,5.5,2,512,200,20,10000,North America,Q3,479
Google,6.0,8,32,1200,24,500,Africa,Q1,586
Samsung,6.7,2,128,1100,16,500,North America,Q2,458
Huawei,7.0,12,32,700,48,5000,Oceania,Q1,859
LG,6.8,6,32,300,32,10000,Africa,Q3,119
Google,6.5,3,512,900,64,10000,South America,Q2,332
Motorola,6.0,8,256,1200,8,5000,Asia,Q4,160
Apple,7.0,12,512,1300,48,2000,Africa,Q2,966
LG,5.0,16,512,1300,8,100,Europe,Q4,199
Motorola,5.8,3,1024,900,108,1000,North America,Q4,627
Oppo,6.8,6,64,500,20,500,Oceania,Q1,309
Xiaomi,5.2,4,64,1300,64,20000,Oceania,Q4,492
OnePlus,7.0,8,64,500,48,100,Africa,Q2,858
Xiaomi,5.5,4,1024,900,32,2000,Africa,Q1,352
Google,6.9,12,128,1300,20,100,Africa,Q2,740
Google,7.0,4,512,1100,64,2000,Oceania,Q4,105
Oppo,5.0,8,512,1400,64,100,North America,Q2,357
LG,6.0,2,64,900,20,10000,North America,Q1,675
Oppo,6.9,8,1024,500,8,20000,Asia,Q2,247
Motorola,6.2,4,64,1500,48,20000,Asia,Q4,343
Sony,6.0,4,1024,1100,48,2000,Europe,Q4,532
Google,5.8,3,64,300,48,1000,Europe,Q3,913
LG,5.8,12,1024,400,20,500,North America,Q2,798
Samsung,6.9,16,1024,400,108,500,North America,Q4,882
Oppo,4.7,2,64,800,48,5000,Africa,Q4,530
Samsung,6.4,12,64,1000,8,2000,Asia,Q1,897
Sony,6.4,12,128,1500,16,2000,Africa,Q2,673
Google,7.0,2,256,300,48,1000,Africa,Q1,595
Samsung,5.8,16,512,1400,108,1000,Asia,Q3,690
Google,6.2,16,1024,100,16,2000,Asia,Q1,752
Oppo,6.9,4,512,300,64,5000,Africa,Q1,757
Oppo,5.0,6,256,1200,48,2000,North America,Q4,809
OnePlus,7.0,3,256,100,16,1000,Oceania,Q3,588
Oppo,6.9,12,32,600,24,10000,North America,Q2,329
Motorola,5.8,12,32,800,64,20000,Oceania,Q1,524
Xiaomi,6.4,12,64,300,20,10000,Europe,Q3,645
Xiaomi,5.8,2,256,500,48,10000,North America,Q3,898
Xiaomi,6.4,4,1024,1300,108,1000,South America,Q3,218
Sony,7.0,8,64,400,64,2000,Oceania,Q3,804
Motorola,6.5,16,1024,1400,32,20000,Oceania,Q2,138
Huawei,6.9,2,64,900,48,5000,Europe,Q4,623
Oppo,4.7,2,32,200,16,100,South America,Q1,679
Motorola,6.0,6,32,500,12,1000,Oceania,Q4,804
Oppo,6.8,16,256,400,12,100,South America,Q1,460
Samsung,6.2,2,1024,1300,20,500,North America,Q2,715
Sony,5.2,16,1024,1100,32,1000,Africa,Q2,445
Xiaomi,5.0,2,32,300,64,100,Africa,Q1,982
Motorola,7.0,16,32,200,12,100,North America,Q2,343
Oppo,7.0,12,64,1100,108,500,Oceania,Q2,295
Google,6.7,12,512,1100,16,100,South America,Q1,892
Samsung,5.0,12,128,1300,24,2000,Oceania,Q3,226
Motorola,6.4,8,256,1400,8,20000,Africa,Q3,172
Samsung,5.0,12,64,200,20,1000,Europe,Q1,343
Sony,6.4,6,256,900,32,2000,Asia,Q4,626
Oppo,6.8,3,32,100,64,2000,North America,Q3,351
Samsung,6.4,3,1024,1300,24,2000,Oceania,Q3,586
Samsung,7.0,8,256,900,16,2000,Oceania,Q3,707
Motorola,5.8,6,64,800,48,20000,North America,Q2,863
Apple,4.5,6,64,1200,64,10000,North America,Q4,405
Sony,4.7,4,1024,1100,12,2000,Oceania,Q4,607
Samsung,6.8,12,64,1300,16,500,North America,Q4,641
Oppo,7.0,6,32,1200,20,500,Oceania,Q3,271
Samsung,6.5,12,64,100,20,500,Europe,Q3,230
Apple,4.5,4,256,1100,64,5000,South America,Q3,250
Apple,4.5,12,256,300,108,10000,South America,Q4,888
Sony,6.7,6,512,600,108,20000,Asia,Q4,256
Xiaomi,6.8,4,32,500,8,1000,Europe,Q4,880
Motorola,5.0,6,64,1000,12,20000,Europe,Q3,132
Sony,4.5,3,128,200,108,10000,North America,Q2,647
Samsung,4.5,12,256,200,64,100,Asia,Q2,332
Google,6.7,2,128,1300,48,2000,South America,Q1,325
Motorola,7.0,16,256,100,108,20000,Europe,Q3,347
Xiaomi,4.7,12,512,1200,64,500,Oceania,Q1,365
LG,5.5,3,1024,1400,20,2000,Asia,Q1,116
Motorola,6.2,3,256,500,64,100,Oceania,Q2,237
Google,6.0,3,512,800,20,2000,Africa,Q1,925
Sony,6.0,3,32,1400,12,100,South America,Q1,483
OnePlus,6.4,4,128,1300,8,5000,Asia,Q1,285
LG,4.7,3,256,1300,32,20000,South America,Q4,447
Xiaomi,6.9,12,64,600,8,2000,North America,Q3,620
Huawei,6.9,3,1024,1500,8,5000,Europe,Q1,995
OnePlus,6.9,12,1024,1300,64,5000,North America,Q1,600
OnePlus,6.4,8,128,400,16,1000,Europe,Q1,676
Samsung,5.5,12,64,1400,16,10000,Africa,Q3,696
Samsung,6.0,12,128,600,48,500,North America,Q2,277
OnePlus,6.5,12,128,800,8,20000,Africa,Q3,398
Huawei,6.9,8,512,100,8,1000,Asia,Q1,379
Sony,4.7,2,64,1300,24,2000,South America,Q4,847
Google,5.2,6,32,100,48,10000,Asia,Q1,322
Google,6.7,3,1024,700,64,1000,North America,Q4,262
Motorola,5.2,12,64,700,8,5000,Europe,Q1,361
Huawei,4.5,8,256,1500,64,20000,Oceania,Q1,737
Huawei,6.7,6,64,400,20,500,Africa,Q4,170
Google,6.2,8,512,1500,8,10000,Europe,Q4,542
Motorola,6.4,3,64,1100,32,1000,North America,Q2,391
Huawei,6.4,12,32,500,64,100,Africa,Q1,944
Apple,4.5,2,64,600,32,100,Oceania,Q3,396
Apple,4.7,2,512,700,108,2000,Europe,Q4,767
Google,6.4,6,256,800,32,5000,Oceania,Q1,271
Huawei,5.5,12,1024,100,108,1000,Asia,Q4,195
OnePlus,6.5,2,1024,1300,12,500,South America,Q4,236
Samsung,7.0,12,64,1000,8,20000,Oceania,Q2,379
Xiaomi,4.5,12,256,1100,64,1000,Asia,Q2,976
Apple,6.8,16,1024,400,64,1000,Africa,Q2,300
Google,7.0,6,512,1100,48,20000,South America,Q1,168
Huawei,5.5,12,256,1300,12,500,Africa,Q2,975
Huawei,7.0,12,512,1200,16,10000,Europe,Q1,333
Huawei,4.5,6,256,100,20,1000,Europe,Q4,349
Oppo,5.8,8,64,400,64,10000,Oceania,Q3,413
LG,6.0,3,512,200,8,100,North America,Q4,826
OnePlus,4.5,8,512,1000,48,2000,South America,Q1,615
Google,6.0,2,128,200,108,20000,Asia,Q1,799
LG,4.7,4,512,1200,64,10000,Asia,Q4,894
Xiaomi,4.7,16,64,1100,48,1000,Europe,Q4,786
Apple,4.5,8,128,900,12,20000,Oceania,Q4,597
Google,6.2,4,256,700,48,500,Europe,Q1,941
LG,6.5,2,1024,500,24,1000,Oceania,Q1,131
OnePlus,6.5,6,1024,700,8,100,Europe,Q3,296
LG,6.9,6,512,500,64,10000,Oceania,Q1,278
Sony,5.5,16,512,500,12,100,Europe,Q4,973
Samsung,6.9,12,64,600,24,5000,Oceania,Q3,590
OnePlus,6.8,2,32,1000,32,20000,North America,Q2,573
Google,5.5,16,1024,1200,64,100,Europe,Q2,653
Samsung,6.9,12,128,1100,12,10000,South America,Q1,854
Google,5.8,4,512,900,8,1000,Asia,Q1,562
OnePlus,4.7,6,128,1300,20,10000,Oceania,Q3,893
OnePlus,5.0,8,128,1000,12,5000,Africa,Q4,670
Huawei,6.8,6,1024,200,8,5000,North America,Q1,628
LG,6.8,8,128,1000,24,100,Asia,Q4,145
Sony,6.2,4,512,100,64,5000,Asia,Q4,866
Motorola,6.2,8,1024,200,24,20000,North America,Q4,534
Google,6.4,6,128,500,108,1000,Oceania,Q2,510
LG,6.0,8,128,400,32,5000,Oceania,Q1,116
Sony,6.0,8,256,500,12,10000,North America,Q3,853
Sony,6.9,16,512,300,16,500,Africa,Q3,464
Samsung,6.9,12,64,100,8,10000,Africa,Q2,402
Oppo,4.5,16,256,1400,8,20000,Asia,Q3,901
Motorola,6.8,16,1024,800,48,100,South America,Q2,335
OnePlus,6.7,16,32,100,48,20000,Europe,Q1,814
LG,6.0,2,512,1300,8,2000,Africa,Q2,597
Google,5.5,12,64,1200,12,1000,South America,Q3,827
Oppo,5.0,3,512,1500,48,5000,Oceania,Q1,676
LG,5.0,4,512,700,16,10000,South America,Q3,456
LG,5.0,6,32,1200,32,10000,South America,Q4,874
Oppo,5.5,12,128,800,12,500,North America,Q2,126
Huawei,7.0,2,512,300,48,500,Oceania,Q3,285
Huawei,6.8,12,64,300,8,1000,Africa,Q3,288
Xiaomi,6.5,12,256,200,20,20000,Oceania,Q3,105
OnePlus,5.8,3,64,300,16,500,Oceania,Q2,855
Xiaomi,7.0,4,128,700,20,100,South America,Q4,929
Samsung,6.8,12,256,700,108,20000,Africa,Q3,196
Oppo,6.0,3,1024,800,8,5000,Oceania,Q3,155
Google,7.0,4,256,1200,8,5000,Europe,Q2,551
Google,6.7,3,64,1100,16,5000,North America,Q3,631
OnePlus,6.9,16,1024,100,108,10000,Oceania,Q4,797
Apple,5.8,3,64,1000,32,100,North America,Q3,752
Apple,5.8,16,32,800,8,10000,Asia,Q4,156
Samsung,7.0,16,64,100,48,100,Europe,Q1,169
Sony,7.0,16,512,300,108,100,Asia,Q4,558
Oppo,5.2,6,1024,100,64,10000,Oceania,Q2,673
Motorola,6.4,4,64,100,24,100,South America,Q2,294
Google,6.7,16,128,1000,32,1000,Africa,Q2,394
Sony,5.2,3,32,1100,48,10000,Asia,Q4,904
Huawei,6.9,4,1024,1100,12,20000,North America,Q2,916
LG,6.9,2,128,1300,24,1000,North America,Q1,280
Motorola,6.5,2,128,600,8,500,North America,Q2,612
Google,6.2,2,1024,1500,32,2000,Asia,Q2,575
Google,6.9,8,128,100,108,10000,Africa,Q2,547
Samsung,5.5,2,64,1400,64,10000,Oceania,Q1,711
Motorola,5.5,16,512,1400,8,5000,Africa,Q3,485
LG,6.4,3,1024,900,64,100,Europe,Q1,885
Xiaomi,4.5,3,32,500,12,10000,North America,Q2,973
Motorola,7.0,12,1024,1400,24,1000,Africa,Q2,643
Apple,7.0,2,1024,600,24,100,South America,Q3,480
Huawei,6.0,3,512,400,8,500,South America,Q3,807
LG,7.0,2,128,1100,24,5000,South America,Q3,528
Samsung,5.5,4,1024,800,16,2000,Asia,Q3,463
OnePlus,6.8,4,128,400,24,2000,Africa,Q4,366
OnePlus,6.2,8,128,1400,16,100,Oceania,Q2,694
Oppo,6.0,12,64,1500,32,20000,South America,Q3,328
Apple,5.2,4,512,400,108,20000,Oceania,Q3,958
OnePlus,5.8,3,1024,600,12,100,Oceania,Q2,840
Google,6.0,4,256,100,64,100,South America,Q2,661
OnePlus,4.7,12,512,100,48,5000,Europe,Q1,645
Sony,5.2,2,128,300,8,10000,North America,Q1,393
Motorola,7.0,12,128,1300,108,100,Asia,Q1,618
Oppo,5.5,2,32,100,64,100,Europe,Q4,521
Huawei,7.0,3,128,1000,108,10000,Africa,Q1,443
Huawei,6.8,3,512,600,12,500,Oceania,Q4,246
Sony,5.0,4,512,200,32,100,Europe,Q2,754
Apple,6.4,6,1024,500,12,5000,Oceania,Q3,817
LG,6.8,4,256,1300,8,500,North America,Q1,779
LG,5.2,16,64,800,24,1000,North America,Q2,236
Xiaomi,5.5,12,512,100,64,20000,Asia,Q2,366
Sony,6.8,16,256,300,64,500,Africa,Q1,902
Apple,5.2,8,256,1000,16,5000,South America,Q4,400
OnePlus,5.5,12,32,800,20,500,South America,Q2,840
OnePlus,5.5,16,128,1200,24,2000,Africa,Q2,940
Sony,6.9,3,512,300,64,1000,Asia,Q2,450
Huawei,6.2,6,1024,400,20,1000,Europe,Q3,304
Sony,5.2,12,64,700,108,20000,South America,Q1,912
Motorola,6.9,6,128,1000,20,2000,South America,Q3,268
Xiaomi,4.7,6,128,700,12,500,Europe,Q2,741
Google,6.0,16,128,100,24,100,South America,Q4,504
Sony,5.8,4,32,400,20,2000,North America,Q1,963
Oppo,5.2,3,256,100,32,1000,Asia,Q2,345
Oppo,5.0,8,64,600,8,20000,Europe,Q2,966
Apple,6.4,6,128,1300,20,5000,Europe,Q2,723
Motorola,4.7,2,64,1400,108,100,Asia,Q1,814
Motorola,6.4,12,256,1500,16,100,Europe,Q2,625
Sony,4.5,8,64,400,32,100,Europe,Q4,451
Huawei,6.7,6,128,100,12,10000,Asia,Q2,127
LG,5.8,4,64,1200,108,1000,Oceania,Q4,982
Google,6.8,8,1024,900,12,100,Africa,Q2,752
Motorola,5.5,3,32,1200,8,20000,Oceania,Q2,101
Xiaomi,4.7,3,1024,200,108,20000,Europe,Q2,937
LG,6.5,6,256,500,16,20000,Europe,Q4,675
Huawei,6.5,12,64,1100,12,10000,Africa,Q2,129
Xiaomi,4.7,8,256,400,20,500,Oceania,Q4,125
Sony,4.7,2,32,1300,24,5000,South America,Q2,418
Oppo,6.5,4,256,1100,8,2000,Asia,Q1,437
Samsung,6.5,4,32,300,24,100,Africa,Q2,457
Motorola,5.5,4,1024,900,24,100,North America,Q4,645
LG,5.8,2,512,500,12,20000,Africa,Q1,609
Xiaomi,6.2,16,256,200,64,2000,South America,Q3,783
LG,5.5,2,32,800,12,1000,Europe,Q1,238
Apple,7.0,3,512,500,108,100,Oceania,Q2,171
Motorola,6.4,4,64,400,32,5000,Europe,Q3,241
Motorola,5.5,16,64,400,32,2000,Europe,Q2,314
Xiaomi,6.4,4,1024,900,108,20000,South America,Q4,108
Google,5.0,4,32,100,12,2000,South America,Q4,598
OnePlus,5.0,8,128,600,32,2000,South America,Q3,159
Apple,4.5,16,1024,500,8,100,Europe,Q4,426
Apple,7.0,3,256,1500,16,100,Oceania,Q2,907
OnePlus,7.0,4,512,900,32,5000,North America,Q3,164
Huawei,6.2,16,128,1000,108,5000,Oceania,Q1,955
Apple,6.4,8,512,1200,24,5000,Oceania,Q3,774
Huawei,5.5,4,256,1200,64,1000,Africa,Q3,633
OnePlus,6.0,8,256,200,16,1000,Asia,Q4,838
Xiaomi,5.2,3,1024,100,20,10000,Europe,Q3,483
Xiaomi,6.7,8,1024,700,48,500,South America,Q3,177
Google,6.9,6,64,1500,108,500,Oceania,Q4,905
Samsung,6.8,3,128,1500,108,2000,South America,Q3,905
Oppo,4.5,4,128,900,8,500,Oceania,Q4,581
Google,6.2,16,256,700,12,20000,North America,Q1,717
Apple,5.8,8,256,1000,16,2000,Asia,Q3,498
Xiaomi,5.8,16,32,1400,64,500,Africa,Q1,784
Huawei,6.0,2,32,700,8,2000,South America,Q2,125
Google,6.5,2,128,700,48,20000,Europe,Q3,113
OnePlus,7.0,8,32,600,16,500,Africa,Q1,962
Samsung,6.5,3,32,800,32,20000,Africa,Q4,351
Apple,7.0,4,512,500,108,2000,Europe,Q1,221
Samsung,6.8,3,1024,1200,32,1000,Africa,Q1,595
Motorola,6.2,16,256,300,16,1000,Oceania,Q4,835
Apple,5.2,12,1024,600,108,2000,Europe,Q2,734
Samsung,6.8,16,32,600,16,20000,Asia,Q1,194
Motorola,6.4,12,64,1400,20,1000,North America,Q2,398
Google,6.7,4,1024,400,24,100,South America,Q3,851
Huawei,5.2,4,128,500,24,20000,Europe,Q3,582
Motorola,6.9,2,32,1100,48,500,Asia,Q3,822
Huawei,6.7,6,1024,200,12,1000,Oceania,Q3,808
Apple,6.9,12,128,800,108,1000,Oceania,Q4,353
Google,6.2,8,1024,1400,12,2000,North America,Q4,341
Samsung,4.5,16,64,700,8,100,South America,Q4,442
Apple,5.8,4,64,1500,8,500,North America,Q1,310
Huawei,5.2,2,1024,300,32,100,Asia,Q2,828
Motorola,4.5,12,512,100,8,5000,North America,Q2,639
Samsung,5.2,2,64,1000,64,10000,Africa,Q4,510
Xiaomi,6.0,3,1024,1100,64,10000,Oceania,Q1,460
Samsung,5.5,8,256,900,24,2000,Asia,Q3,922
Huawei,6.7,12,128,100,64,10000,North America,Q2,771
LG,5.5,4,256,200,32,10000,Europe,Q3,423
Sony,6.2,6,128,400,24,5000,Asia,Q2,670
Sony,6.9,16,128,500,64,100,Oceania,Q2,869
Huawei,7.0,16,256,1200,8,20000,Africa,Q1,357
Motorola,5.8,8,256,900,108,100,South America,Q4,715
OnePlus,6.4,2,32,600,48,5000,Africa,Q4,935
Xiaomi,6.4,3,1024,1500,108,1000,North America,Q4,228
Samsung,6.2,4,512,400,8,1000,Oceania,Q1,315
Huawei,6.9,3,128,1200,8,100,Oceania,Q4,899
Motorola,5.5,3,128,400,24,1000,South America,Q1,742
Oppo,6.8,4,64,600,20,100,Europe,Q2,728
Samsung,5.0,6,64,100,20,1000,Asia,Q1,671
Huawei,4.7,2,64,400,12,10000,South America,Q2,569
Google,5.2,2,1024,800,12,500,Asia,Q3,601
Sony,5.2,12,128,700,64,2000,Asia,Q4,854
OnePlus,6.5,8,512,1000,24,5000,Europe,Q3,439
Motorola,6.9,4,64,1200,20,5000,Europe,Q3,532
OnePlus,6.4,16,1024,800,24,20000,Oceania,Q4,663
Motorola,6.4,8,256,800,24,5000,North America,Q4,494
Huawei,4.5,2,32,600,48,5000,North America,Q1,343
Motorola,6.5,12,256,200,48,100,South America,Q4,307
Oppo,6.8,16,1024,200,20,5000,Africa,Q1,481
Huawei,6.9,3,512,700,20,5000,Europe,Q1,200
Xiaomi,5.5,2,1024,200,20,10000,North America,Q2,604
Xiaomi,4.7,8,256,500,8,10000,Africa,Q1,124
Google,6.0,2,64,600,24,5000,Africa,Q2,965
Oppo,6.4,16,256,900,8,5000,Asia,Q4,139
OnePlus,6.9,8,1024,200,32,10000,North America,Q4,649
Xiaomi,6.2,6,512,1000,8,10000,South America,Q2,698
Apple,6.2,4,64,1200,32,2000,Europe,Q3,441
Huawei,6.4,16,128,1300,16,1000,Europe,Q4,757
Motorola,5.2,12,256,100,24,20000,Europe,Q1,642
Huawei,5.0,16,256,900,24,5000,Asia,Q2,903
Samsung,6.2,4,64,200,48,100,Africa,Q3,485
Motorola,6.9,2,32,200,24,100,North America,Q3,714
OnePlus,6.0,12,128,800,64,2000,Africa,Q2,102
Samsung,5.0,16,32,1300,12,2000,Africa,Q1,565
OnePlus,6.0,4,1024,1100,24,20000,Asia,Q1,172
Apple,6.4,6,1024,900,20,5000,Africa,Q1,855
Xiaomi,5.2,4,1024,300,32,20000,Oceania,Q1,559
Samsung,6.8,12,32,600,24,100,South America,Q4,565
Huawei,6.7,8,32,700,20,2000,Oceania,Q4,667
OnePlus,4.5,6,64,700,108,5000,Europe,Q3,870
LG,6.2,16,1024,1100,20,5000,Europe,Q4,938
Sony,6.5,16,128,200,48,5000,Oceania,Q1,243
Xiaomi,6.5,2,64,1300,32,100,Africa,Q3,228
Xiaomi,6.5,8,128,1000,8,5000,Africa,Q3,403
Google,5.0,4,512,1000,8,20000,Oceania,Q3,796
Samsung,4.5,2,128,1200,32,10000,South America,Q1,557
Motorola,6.8,4,128,100,12,20000,Asia,Q4,541
OnePlus,6.9,3,256,200,24,100,Asia,Q1,971
Huawei,4.7,4,128,1500,12,20000,Oceania,Q3,639
Xiaomi,5.8,3,128,1500,16,500,Asia,Q4,231
Google,6.7,6,512,1200,8,5000,Africa,Q1,218
Samsung,6.8,2,32,700,12,10000,Africa,Q3,832
LG,5.0,12,512,1300,64,100,Europe,Q4,340
Apple,4.5,4,256,200,8,100,North America,Q4,684
Samsung,4.5,6,32,800,20,500,North America,Q1,952
Oppo,5.2,12,1024,1300,48,1000,Asia,Q2,758
Oppo,5.8,12,32,200,20,100,Asia,Q4,773
Samsung,5.8,2,128,900,16,2000,Oceania,Q4,488
Google,5.5,8,512,700,32,500,Africa,Q3,986
OnePlus,5.0,3,1024,1500,108,5000,Africa,Q1,373
Oppo,6.2,6,512,400,12,2000,Asia,Q2,841
OnePlus,7.0,3,128,800,24,10000,North America,Q1,161
Google,5.2,16,256,1500,20,2000,North America,Q2,953
Google,4.5,2,512,700,108,100,Africa,Q3,580
LG,6.9,16,256,1500,16,100,Oceania,Q1,598
Google,4.5,4,64,900,48,5000,Oceania,Q3,409
Xiaomi,4.5,2,32,800,24,500,Asia,Q2,192
Xiaomi,6.2,6,32,700,24,1000,Oceania,Q4,739
Huawei,4.5,3,512,1100,64,2000,Europe,Q1,284
OnePlus,5.5,3,128,600,12,500,North America,Q1,897
Motorola,6.0,16,1024,400,24,1000,Europe,Q3,526
Apple,6.5,6,64,200,16,20000,Europe,Q4,820
Huawei,4.5,4,256,1400,108,500,Asia,Q2,506
Sony,4.7,3,128,700,108,10000,Oceania,Q2,966
OnePlus,6.5,12,1024,700,64,5000,North America,Q4,604
Sony,5.5,2,128,1100,16,1000,Oceania,Q1,571
LG,5.8,12,64,1300,108,100,Asia,Q4,304
Apple,6.8,12,32,900,48,2000,North America,Q3,403
Motorola,6.5,2,64,900,108,10000,Africa,Q4,819
Motorola,4.7,2,64,300,48,5000,Oceania,Q4,559
LG,4.7,2,128,1000,20,20000,North America,Q3,595
Apple,6.8,8,64,1500,12,1000,South America,Q3,306
Oppo,5.5,8,256,500,64,5000,Africa,Q2,799
Oppo,5.2,3,512,1300,48,2000,Africa,Q3,752
Xiaomi,6.7,3,512,400,8,1000,Oceania,Q1,750
Samsung,6.0,2,32,1200,16,20000,Africa,Q3,289
Apple,6.4,16,256,1400,16,10000,Europe,Q1,425
Oppo,5.2,4,256,1400,32,100,Africa,Q1,174
Samsung,5.8,3,128,500,16,500,Oceania,Q1,233
OnePlus,5.5,16,64,500,8,10000,Asia,Q2,317
Apple,5.0,16,32,900,16,10000,Oceania,Q3,725
Google,5.2,4,512,1300,48,20000,Africa,Q3,635
OnePlus,6.2,2,128,1300,20,100,Europe,Q1,800
Apple,4.5,16,1024,400,20,10000,Africa,Q2,963
Sony,6.9,4,64,600,32,20000,South America,Q3,382
Sony,6.4,3,64,100,64,5000,South America,Q1,102
Samsung,6.0,12,1024,1400,64,100,Oceania,Q3,431
Xiaomi,6.4,6,256,1100,48,20000,North America,Q1,357
Google,6.9,2,32,1400,64,20000,Oceania,Q1,614
Oppo,5.0,4,64,200,32,1000,Europe,Q1,218
Sony,6.2,2,64,1000,20,5000,North America,Q4,340
Sony,6.8,3,256,400,108,1000,Asia,Q4,933
Google,6.7,4,512,1500,20,1000,Oceania,Q1,801
Google,5.5,16,256,400,48,2000,Africa,Q2,182
Apple,6.2,2,64,400,16,10000,Europe,Q1,695
LG,6.0,12,512,1100,64,100,Europe,Q4,577
LG,7.0,2,256,1200,32,5000,Oceania,Q4,729
OnePlus,6.2,3,1024,500,8,500,Asia,Q1,505
Oppo,5.5,12,256,900,16,1000,Africa,Q2,922
Google,6.0,4,256,400,12,5000,North America,Q4,294
Xiaomi,6.4,16,256,1400,8,5000,Asia,Q1,415
Google,5.8,2,64,1400,12,10000,Europe,Q1,754
Huawei,5.2,12,64,1100,24,5000,North America,Q3,881
Google,6.0,12,32,600,24,5000,North America,Q3,763
OnePlus,5.2,12,32,1400,108,10000,Oceania,Q2,850
OnePlus,5.5,4,256,400,16,100,Africa,Q2,562
Oppo,4.7,2,64,800,8,1000,Europe,Q4,382
Google,6.8,4,128,1100,48,100,Asia,Q4,280
OnePlus,5.2,4,1024,600,20,100,Oceania,Q1,386
Apple,6.4,4,128,200,64,500,North America,Q1,391
OnePlus,6.5,8,1024,200,48,2000,South America,Q3,173
Google,5.0,3,256,200,48,5000,Asia,Q2,674
Apple,6.9,6,256,800,12,2000,Asia,Q1,445
OnePlus,6.5,4,512,300,24,10000,Oceania,Q1,558
Motorola,5.5,6,128,200,48,10000,Europe,Q1,303
Google,6.7,8,512,1200,108,10000,Asia,Q1,149
Xiaomi,6.7,4,1024,300,8,20000,Europe,Q2,530
Samsung,6.4,4,64,1200,16,1000,Europe,Q4,380
Oppo,4.5,6,64,1100,12,1000,South America,Q3,987
OnePlus,6.0,4,64,1500,16,20000,South America,Q3,854
Xiaomi,5.0,6,512,200,16,5000,Oceania,Q3,654
Oppo,6.8,12,256,1100,12,20000,Asia,Q1,972
Sony,6.8,16,32,1100,16,500,Europe,Q2,690
Huawei,6.5,6,32,700,8,20000,Asia,Q3,843
Huawei,5.2,4,512,100,8,100,North America,Q4,725
Sony,6.0,12,32,300,24,500,North America,Q3,254
Motorola,5.8,12,32,500,64,10000,Africa,Q4,318
Samsung,4.7,3,256,1100,24,100,Europe,Q1,789
Apple,4.7,4,32,1400,108,100,Europe,Q1,737
Sony,6.0,8,128,300,8,10000,South America,Q3,440
Xiaomi,4.7,16,512,900,12,1000,Africa,Q1,436
LG,6.9,3,512,200,12,10000,Africa,Q3,732
Huawei,7.0,16,256,1100,8,2000,North America,Q1,239
OnePlus,4.5,2,64,1000,12,10000,North America,Q4,693
Sony,7.0,2,128,400,8,100,South America,Q3,565
Oppo,4.7,4,64,500,108,20000,Africa,Q3,305
Oppo,4.7,4,256,1500,8,5000,South America,Q2,191
Sony,5.5,4,128,1200,32,5000,Africa,Q3,858
Motorola,5.0,12,32,1100,16,10000,Africa,Q1,229
Sony,6.0,4,32,600,64,10000,Asia,Q2,229
OnePlus,5.5,6,64,200,48,1000,North America,Q3,477
LG,4.5,8,128,100,8,20000,Asia,Q1,194
Huawei,4.7,16,32,1400,8,10000,Oceania,Q4,604
LG,6.7,4,512,500,20,100,North America,Q3,459
LG,6.4,2,256,1200,48,2000,Africa,Q2,300
Huawei,5.5,12,512,1200,20,10000,South America,Q4,903
Sony,4.7,12,256,300,16,2000,Asia,Q1,780
Oppo,6.7,6,256,1300,108,20000,Oceania,Q3,710
Google,6.7,6,128,200,64,2000,Asia,Q1,159
OnePlus,5.0,8,32,500,48,500,Asia,Q3,546
Samsung,6.4,2,256,400,32,100,South America,Q3,479
Google,6.7,12,128,100,64,500,Asia,Q4,975
Apple,4.5,8,512,400,32,20000,North America,Q2,939
Oppo,6.0,2,128,200,20,1000,Africa,Q3,839
Google,6.8,3,1024,300,16,2000,Africa,Q1,303
Oppo,6.4,2,32,900,24,1000,Asia,Q2,603
Google,5.2,8,32,400,8,5000,Oceania,Q1,963
Samsung,6.0,12,32,600,64,500,Europe,Q1,111
Google,6.4,3,64,1500,8,1000,Asia,Q4,657
Oppo,5.2,3,128,1500,64,5000,Oceania,Q1,942
Google,5.0,2,128,700,108,500,South America,Q4,869
Samsung,6.7,8,512,600,16,2000,Asia,Q2,460
Apple,4.5,2,256,200,20,20000,Asia,Q1,295
Oppo,4.7,12,32,300,24,100,Asia,Q2,340
